source,table,page,description,series_id,period,value
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1833,34.107
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1833,21.743
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1833,12.364
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1834,33.735
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1834,25.679
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1834,8.056000000000001
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1835,32.668
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1835,18.553
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1835,14.115
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1836,31.836
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1836,19.972
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1836,11.864
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1837,30.842
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1837,24.647
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1837,6.195
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1838,29.373
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1838,24.101
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1838,5.272
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1839,29.488000000000003
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1839,23.557
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1839,5.931
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1840,31.435
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1840,20.353
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1840,11.082
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1841,30.334
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1841,19.417
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1841,10.917
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1842,31.654
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1842,21.059
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1842,10.595
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1843,30.777
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1843,21.453000000000003
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1843,9.324
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1844,32.155
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1844,20.274
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1844,11.880999999999998
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1845,31.452
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1845,18.834
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1845,12.618
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1846,29.943
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1846,21.828000000000003
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1846,8.115
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1847,29.584
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1847,23.685
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1847,5.899
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1848,30.335
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1848,19.68
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1848,10.655
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1849,32.843
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1849,19.84
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1849,13.003
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1850,31.89
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1850,19.791
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1850,12.099
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1851,31.737
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1851,20.718000000000004
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1851,11.019
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1852,30.694000000000003
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1852,22.698
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1852,7.996
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1853,31.366
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1853,23.663
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1853,7.702999999999999
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1854,33.496
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1854,19.758
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1854,13.738
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1855,31.748
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1855,21.446
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1855,10.302
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1856,31.469
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1856,21.771
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1856,9.698
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1857,32.429
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1857,27.577
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1857,4.852
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1858,34.773
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1858,21.692
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1858,13.081
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1859,34.992
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1859,20.133
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1859,14.859000000000002
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1860,34.825
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1860,17.653
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1860,17.172
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1861,32.566
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1861,18.472
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1861,14.094
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1862,33.383
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1862,21.4
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1862,11.983
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1863,33.618
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1863,19.335
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1863,14.283
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1864,33.613
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1864,20.25
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1864,13.363
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1865,32.815
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1865,19.358
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1865,13.457
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1866,33.11
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1866,19.98
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1866,13.13
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1867,30.834
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1867,19.643
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1867,11.191
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1868,27.472
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1868,20.984
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1868,6.488
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1869,28.248
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1869,22.27
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1869,5.978
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1870,28.782
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1870,19.802
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1870,8.98
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1871,30.416
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1871,17.21
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1871,13.206
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1872,30.039
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1872,16.276
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1872,13.763
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1873,30.8
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1873,17.202
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1873,13.598
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Birth Rate per 1000,DT25BS01,1874,30.846
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Death Rate per 1000,DT25BS02,1874,20.316
"Paul H. Douglas, The Theory of Wages","Table XXV Birth, Death And Net Fertility Rates For Sweden, 1750-1931, Source: Computed from data given in the Statistisk ?rsbok for Sverige.",534,Net Fertility Rate per 1000,DT25BS03,1874,10.53
